Date,Open,High,Low,Close,Adj Close,Volume,Name
2021-06-30,136.1699981689453,137.41000366210938,135.8699951171875,136.9600067138672,136.75511169433594,63261400,AAPL
2021-07-01,136.60000610351562,137.3300018310547,135.75999450683594,137.27000427246094,137.0646514892578,52485800,AAPL
2021-07-02,137.89999389648438,140.0,137.75,139.9600067138672,139.75062561035156,78852600,AAPL
2021-07-06,140.07000732421875,143.14999389648438,140.07000732421875,142.02000427246094,141.8075408935547,108181800,AAPL
2021-07-07,143.5399932861328,144.88999938964844,142.66000366210938,144.57000732421875,144.35372924804688,104911600,AAPL
2021-07-08,141.5800018310547,144.05999755859375,140.6699981689453,143.24000549316406,143.0257110595703,105575500,AAPL
2021-07-09,142.75,145.64999389648438,142.64999389648438,145.11000061035156,144.89291381835938,99890800,AAPL
2021-07-12,146.2100067138672,146.32000732421875,144.0,144.5,144.28382873535156,76299700,AAPL
2021-07-13,144.02999877929688,147.4600067138672,143.6300048828125,145.63999938964844,145.422119140625,100827100,AAPL
2021-07-14,148.10000610351562,149.57000732421875,147.67999267578125,149.14999389648438,148.92686462402344,127050800,AAPL
2021-07-15,149.24000549316406,150.0,147.08999633789062,148.47999572753906,148.25787353515625,106820300,AAPL
2021-07-16,148.4600067138672,149.75999450683594,145.8800048828125,146.38999938964844,146.17098999023438,93251400,AAPL
2021-07-19,143.75,144.07000732421875,141.6699981689453,142.4499969482422,142.2368927001953,121434600,AAPL
2021-07-20,143.4600067138672,147.10000610351562,142.9600067138672,146.14999389648438,145.9313507080078,96350000,AAPL
2021-07-21,145.52999877929688,146.1300048828125,144.6300048828125,145.39999389648438,145.18247985839844,74993500,AAPL
2021-07-22,145.94000244140625,148.1999969482422,145.80999755859375,146.8000030517578,146.58038330078125,77338200,AAPL
2021-07-23,147.5500030517578,148.72000122070312,146.9199981689453,148.55999755859375,148.33775329589844,71447400,AAPL
2021-07-26,148.27000427246094,149.8300018310547,147.6999969482422,148.99000549316406,148.76712036132812,72434100,AAPL
2021-07-27,149.1199951171875,149.2100067138672,145.5500030517578,146.77000427246094,146.55043029785156,104818600,AAPL
2021-07-28,144.80999755859375,146.97000122070312,142.5399932861328,144.97999572753906,144.7631072998047,118931200,AAPL
2021-07-29,144.69000244140625,146.5500030517578,144.5800018310547,145.63999938964844,145.422119140625,56699500,AAPL
2021-07-30,144.3800048828125,146.3300018310547,144.11000061035156,145.86000061035156,145.64178466796875,70382000,AAPL
2021-08-02,146.36000061035156,146.9499969482422,145.25,145.52000427246094,145.30230712890625,62880000,AAPL
2021-08-03,145.80999755859375,148.0399932861328,145.17999267578125,147.36000061035156,147.13954162597656,64786600,AAPL
2021-08-04,147.27000427246094,147.7899932861328,146.27999877929688,146.9499969482422,146.73016357421875,56368300,AAPL
2021-08-05,146.97999572753906,147.83999633789062,146.1699981689453,147.05999755859375,146.83999633789062,46397700,AAPL
2021-08-06,146.35000610351562,147.11000061035156,145.6300048828125,146.13999938964844,146.13999938964844,54067400,AAPL
2021-08-09,146.1999969482422,146.6999969482422,145.52000427246094,146.08999633789062,146.08999633789062,48908700,AAPL
2021-08-10,146.44000244140625,147.7100067138672,145.3000030517578,145.60000610351562,145.60000610351562,69023100,AAPL
2021-08-11,146.0500030517578,146.72000122070312,145.52999877929688,145.86000061035156,145.86000061035156,48493500,AAPL
2021-08-12,146.19000244140625,149.0500030517578,145.83999633789062,148.88999938964844,148.88999938964844,72282600,AAPL
2021-08-13,148.97000122070312,149.44000244140625,148.27000427246094,149.10000610351562,149.10000610351562,59318800,AAPL
2021-08-16,148.5399932861328,151.19000244140625,146.47000122070312,151.1199951171875,151.1199951171875,103296000,AAPL
2021-08-17,150.22999572753906,151.67999267578125,149.08999633789062,150.19000244140625,150.19000244140625,92229700,AAPL
2021-08-18,149.8000030517578,150.72000122070312,146.14999389648438,146.36000061035156,146.36000061035156,86326000,AAPL
2021-08-19,145.02999877929688,148.0,144.5,146.6999969482422,146.6999969482422,86960300,AAPL
2021-08-20,147.44000244140625,148.5,146.77999877929688,148.19000244140625,148.19000244140625,59947400,AAPL
2021-08-23,148.30999755859375,150.19000244140625,147.88999938964844,149.7100067138672,149.7100067138672,60131800,AAPL
2021-08-24,149.4499969482422,150.86000061035156,149.14999389648438,149.6199951171875,149.6199951171875,48606400,AAPL
2021-08-25,149.80999755859375,150.32000732421875,147.8000030517578,148.36000061035156,148.36000061035156,58991300,AAPL
2021-08-26,148.35000610351562,149.1199951171875,147.50999450683594,147.5399932861328,147.5399932861328,48597200,AAPL
2021-08-27,147.47999572753906,148.75,146.8300018310547,148.60000610351562,148.60000610351562,55721500,AAPL
2021-08-30,149.0,153.49000549316406,148.61000061035156,153.1199951171875,153.1199951171875,90956700,AAPL
2021-08-31,152.66000366210938,152.8000030517578,151.2899932861328,151.8300018310547,151.8300018310547,86453100,AAPL
2021-09-01,152.8300018310547,154.97999572753906,152.33999633789062,152.50999450683594,152.50999450683594,80313700,AAPL
2021-09-02,153.8699951171875,154.72000122070312,152.39999389648438,153.64999389648438,153.64999389648438,71115500,AAPL
2021-09-03,153.75999450683594,154.6300048828125,153.08999633789062,154.3000030517578,154.3000030517578,57808700,AAPL
2021-09-07,154.97000122070312,157.25999450683594,154.38999938964844,156.69000244140625,156.69000244140625,82278300,AAPL
2021-09-08,156.97999572753906,157.0399932861328,153.97999572753906,155.11000061035156,155.11000061035156,74420200,AAPL
2021-09-09,155.49000549316406,156.11000061035156,153.9499969482422,154.07000732421875,154.07000732421875,57305700,AAPL
2021-09-10,155.0,155.47999572753906,148.6999969482422,148.97000122070312,148.97000122070312,140646400,AAPL
2021-05-05,495.6900024414063,498.6300048828125,484.4400024414063,486.6900024414063,486.6900024414063,1875300,ADBE
2021-05-06,485.6700134277344,485.6700134277344,475.9200134277344,483.6099853515625,483.6099853515625,2537100,ADBE
2021-05-07,496.0,499.1499938964844,485.7799987792969,488.7300109863281,488.7300109863281,1632300,ADBE
2021-05-10,487.5400085449219,489.0400085449219,478.6300048828125,479.3800048828125,479.3800048828125,1970900,ADBE
2021-05-11,471.0299987792969,486.9100036621094,468.5,485.1900024414063,485.1900024414063,2293700,ADBE
2021-05-12,477.1900024414063,480.989990234375,469.5700073242188,472.0899963378906,472.0899963378906,2399500,ADBE
2021-05-13,478.010009765625,480.4599914550781,471.760009765625,474.1600036621094,474.1600036621094,1996500,ADBE
2021-05-14,481.6300048828125,488.3299865722656,478.6900024414063,486.55999755859375,486.55999755859375,1857100,ADBE
2021-05-17,487.0299987792969,487.8699951171875,478.1099853515625,482.739990234375,482.739990234375,1581000,ADBE
2021-05-18,484.6300048828125,488.3200073242188,480.4599914550781,480.6199951171875,480.6199951171875,1395100,ADBE
2021-05-19,473.0199890136719,480.8699951171875,472.0,480.4700012207031,480.4700012207031,2047500,ADBE
2021-05-20,483.6799926757813,495.3599853515625,482.6099853515625,491.6700134277344,491.6700134277344,1991100,ADBE
2021-05-21,494.1900024414063,496.2300109863281,487.1300048828125,488.0700073242188,488.0700073242188,1567800,ADBE
2021-05-24,494.6400146484375,499.989990234375,492.010009765625,497.8299865722656,497.8299865722656,1846900,ADBE
2021-05-25,499.0199890136719,505.6000061035156,498.8699951171875,505.0799865722656,505.0799865722656,2322500,ADBE
2021-05-26,506.2699890136719,509.5,504.6300048828125,506.9800109863281,506.9800109863281,1695600,ADBE
2021-05-27,505.0,505.0,497.4500122070313,498.2799987792969,498.2799987792969,2957300,ADBE
2021-05-28,506.0799865722656,511.3699951171875,504.1900024414063,504.5799865722656,504.5799865722656,1924800,ADBE
2021-06-01,504.5400085449219,506.0,492.30999755859375,495.9100036621094,495.9100036621094,2189000,ADBE
2021-06-02,495.1799926757813,501.8200073242188,493.0899963378906,495.7699890136719,495.7699890136719,1761300,ADBE
2021-06-03,492.3999938964844,496.760009765625,487.3399963378906,493.1400146484375,493.1400146484375,1539100,ADBE
2021-06-04,498.7300109863281,506.5,497.7200012207031,504.5,504.5,1644200,ADBE
2021-06-07,504.989990234375,509.7799987792969,502.0,509.4700012207031,509.4700012207031,1768500,ADBE
2021-06-08,511.1499938964844,516.2899780273438,508.0700073242188,509.2000122070313,509.2000122070313,1747800,ADBE
2021-06-09,513.989990234375,518.3200073242188,512.47998046875,514.6799926757812,514.6799926757812,1702400,ADBE
2021-06-10,513.989990234375,536.4099731445312,513.010009765625,535.52001953125,535.52001953125,3152400,ADBE
2021-06-11,529.75,541.8499755859375,529.75,541.260009765625,541.260009765625,2871300,ADBE
2021-06-14,545.0399780273438,561.3599853515625,543.25,556.9500122070312,556.9500122070312,3522600,ADBE
2021-06-15,554.989990234375,555.0,547.22998046875,548.4600219726562,548.4600219726562,2424800,ADBE
2021-06-16,548.4600219726562,553.989990234375,535.719970703125,543.3300170898438,543.3300170898438,2842000,ADBE
2021-06-17,539.989990234375,552.719970703125,538.75,551.3599853515625,551.3599853515625,3566400,ADBE
2021-06-18,569.9600219726562,570.0,556.3900146484375,565.5900268554688,565.5900268554688,6762000,ADBE
2021-06-21,565.989990234375,570.1900024414062,560.3499755859375,567.3499755859375,567.3499755859375,2625900,ADBE
2021-06-22,568.510009765625,576.3099975585938,567.0,575.739990234375,575.739990234375,2370400,ADBE
2021-06-23,577.989990234375,579.7999877929688,570.7100219726562,574.22998046875,574.22998046875,1616700,ADBE
2021-06-24,575.9000244140625,580.969970703125,574.9600219726562,578.260009765625,578.260009765625,1835000,ADBE
2021-06-25,578.6400146484375,582.0,577.0599975585938,579.6599731445312,579.6599731445312,2133500,ADBE
2021-06-28,582.7100219726562,589.4099731445312,581.0,588.7999877929688,588.7999877929688,1714000,ADBE
2021-06-29,586.780029296875,591.3400268554688,583.9000244140625,590.75,590.75,1204800,ADBE
2021-06-30,590.75,592.239990234375,585.0,585.6400146484375,585.6400146484375,1704200,ADBE
2021-07-01,583.3300170898438,587.780029296875,581.3499755859375,584.72998046875,584.72998046875,1646100,ADBE
2021-07-02,588.6699829101562,594.0800170898438,587.9600219726562,593.0700073242188,593.0700073242188,1744600,ADBE
2021-07-06,595.8699951171875,600.6599731445312,592.47998046875,596.9000244140625,596.9000244140625,1657400,ADBE
2021-07-07,600.0,607.6699829101562,597.4000244140625,605.77001953125,605.77001953125,2022500,ADBE
2021-07-08,595.6400146484375,607.2999877929688,593.3300170898438,605.9500122070312,605.9500122070312,1846600,ADBE
2021-07-09,601.4299926757812,605.9500122070312,597.4400024414062,604.5,604.5,2145200,ADBE
2021-07-12,606.0,607.4199829101562,596.47998046875,600.2000122070312,600.2000122070312,1696200,ADBE
2021-07-13,600.5599975585938,609.3300170898438,598.4199829101562,605.010009765625,605.010009765625,1435600,ADBE
2021-07-14,608.1400146484375,611.2999877929688,604.010009765625,608.8300170898438,608.8300170898438,1376900,ADBE
2021-07-15,608.4000244140625,609.9500122070312,602.6500244140625,606.1699829101562,606.1699829101562,1618100,ADBE
2021-07-16,608.7100219726562,611.6199951171875,603.6599731445312,606.0999755859375,606.0999755859375,1249700,ADBE
2021-07-19,602.75,610.6900024414062,598.1400146484375,602.0499877929688,602.0499877929688,2046600,ADBE
2021-07-20,605.3900146484375,612.75,598.47998046875,608.719970703125,608.719970703125,1675700,ADBE
2021-07-21,605.719970703125,612.5800170898438,603.3200073242188,612.260009765625,612.260009765625,1381000,ADBE
2021-07-22,614.5800170898438,623.9500122070312,614.5800170898438,623.6799926757812,623.6799926757812,1477900,ADBE
2021-07-23,625.760009765625,631.6400146484375,622.0,625.8699951171875,625.8699951171875,2030400,ADBE
2021-07-26,624.1799926757812,625.8699951171875,619.72998046875,620.7999877929688,620.7999877929688,1389800,ADBE
2021-07-27,621.0,623.9199829101562,610.6400146484375,618.280029296875,618.280029296875,1540300,ADBE
2021-07-28,620.989990234375,626.0,617.5700073242188,620.9199829101562,620.9199829101562,1468100,ADBE
2021-07-29,617.0399780273438,625.6699829101562,617.0399780273438,621.7000122070312,621.7000122070312,1068900,ADBE
2021-07-30,619.030029296875,622.7999877929688,617.2899780273438,621.6300048828125,621.6300048828125,1403400,ADBE
2021-08-02,625.8699951171875,627.5999755859375,612.9299926757812,618.75,618.75,1466800,ADBE
2021-08-03,620.22998046875,624.7000122070312,614.0,621.280029296875,621.280029296875,1067300,ADBE
2021-08-04,622.469970703125,627.0800170898438,617.6199951171875,625.6799926757812,625.6799926757812,1306800,ADBE
2021-08-05,626.989990234375,632.469970703125,623.0,632.0800170898438,632.0800170898438,1158200,ADBE
2021-08-06,629.27001953125,631.8400268554688,625.1699829101562,631.3800048828125,631.3800048828125,1127700,ADBE
2021-08-09,634.97998046875,634.97998046875,626.9199829101562,629.219970703125,629.219970703125,1118900,ADBE
2021-08-10,630.47998046875,633.2999877929688,620.5999755859375,621.739990234375,621.739990234375,1540100,ADBE
2021-08-11,623.760009765625,627.4199829101562,621.6500244140625,626.030029296875,626.030029296875,1328300,ADBE
2021-08-12,626.0,636.6400146484375,624.0399780273438,634.3499755859375,634.3499755859375,1163100,ADBE
2021-08-13,634.489990234375,638.4299926757812,632.3499755859375,637.3099975585938,637.3099975585938,932100,ADBE
2021-08-16,637.030029296875,638.02001953125,628.1900024414062,636.9400024414062,636.9400024414062,1105500,ADBE
2021-08-17,636.5499877929688,637.0,630.219970703125,635.010009765625,635.010009765625,1346300,ADBE
2021-08-18,632.7999877929688,637.1400146484375,626.0499877929688,626.77001953125,626.77001953125,1386500,ADBE
2021-08-19,624.8800048828125,642.5499877929688,623.6300048828125,637.6599731445312,637.6599731445312,1693700,ADBE
2021-08-20,639.8400268554688,652.0,634.530029296875,647.3400268554688,647.3400268554688,1432400,ADBE
2021-08-23,645.8699951171875,658.5,645.52001953125,656.8599853515625,656.8599853515625,1652400,ADBE
2021-08-24,659.1400146484375,660.0,653.4000244140625,657.239990234375,657.239990234375,866400,ADBE
2021-08-25,658.6099853515625,661.0599975585938,651.6400146484375,656.7999877929688,656.7999877929688,1047900,ADBE
2021-08-26,653.5900268554688,657.9099731445312,649.3499755859375,652.3900146484375,652.3900146484375,1619200,ADBE
2021-08-27,652.52001953125,662.6099853515625,651.8599853515625,658.52001953125,658.52001953125,1142300,ADBE
2021-08-30,659.780029296875,667.6699829101562,659.780029296875,665.989990234375,665.989990234375,1341500,ADBE
2021-08-31,667.9000244140625,667.9000244140625,660.4600219726562,663.7000122070312,663.7000122070312,1877800,ADBE
2021-09-01,664.510009765625,668.9600219726562,662.0,665.8900146484375,665.8900146484375,1261200,ADBE
2021-09-02,669.8200073242188,669.8499755859375,661.6699829101562,664.6400146484375,664.6400146484375,1402400,ADBE
2021-09-03,664.4299926757812,673.8800048828125,664.2999877929688,666.5900268554688,666.5900268554688,1640300,ADBE
2021-09-07,667.3499755859375,668.8699951171875,656.5499877929688,661.3900146484375,661.3900146484375,1382300,ADBE
2021-09-08,660.1500244140625,664.0800170898438,657.0999755859375,663.219970703125,663.219970703125,1367700,ADBE
2021-09-09,664.8400268554688,667.4600219726562,659.9299926757812,661.6799926757812,661.6799926757812,1110200,ADBE
2021-09-10,666.1799926757812,668.8699951171875,658.2000122070312,658.9400024414062,658.9400024414062,1204200,ADBE
2021-05-05,153.27999877929688,155.22000122070312,152.3000030517578,153.92999267578125,152.63697814941406,4415400,ADI
2021-05-06,153.99000549316406,156.47999572753906,152.86000061035156,155.4199981689453,154.11447143554688,4775100,ADI
2021-05-07,156.6699981689453,158.35000610351562,156.02000427246094,157.25999450683594,155.9390106201172,2706500,ADI
2021-05-10,156.8300018310547,157.1699981689453,150.75999450683594,150.7899932861328,149.5233612060547,4132300,ADI
2021-05-11,148.33999633789062,152.08999633789062,147.85000610351562,150.83999633789062,149.57293701171875,4643100,ADI
2021-05-12,147.39999389648438,149.00999450683594,145.64999389648438,146.0500030517578,144.82318115234375,4733000,ADI
2021-05-13,147.61000061035156,149.3300018310547,145.6199951171875,146.6300048828125,145.3983154296875,4053200,ADI
2021-05-14,147.99000549316406,150.77000427246094,146.6300048828125,149.61000061035156,148.353271484375,4852100,ADI
2021-05-17,148.3699951171875,148.82000732421875,145.8300018310547,148.10000610351562,146.85595703125,5079800,ADI
2021-05-18,149.61000061035156,149.7899932861328,145.80999755859375,145.88999938964844,144.66452026367188,4223000,ADI
2021-05-19,145.7899932861328,153.3300018310547,144.07000732421875,153.1199951171875,151.8337860107422,7065800,ADI
2021-05-20,155.3699951171875,161.1999969482422,154.8699951171875,159.47000122070312,158.1304473876953,5986500,ADI
2021-05-21,159.69000244140625,160.77000427246094,158.97999572753906,159.36000061035156,158.02137756347656,3526700,ADI
2021-05-24,160.99000549316406,162.99000549316406,160.72999572753906,162.50999450683594,161.14491271972656,3434600,ADI
2021-05-25,164.30999755859375,165.1699981689453,162.69000244140625,163.72000122070312,162.34474182128906,3327300,ADI
2021-05-26,163.72000122070312,165.16000366210938,162.6699981689453,163.8800048828125,162.50340270996094,4016300,ADI
2021-05-27,163.19000244140625,165.35000610351562,162.94000244140625,163.2100067138672,162.52333068847656,3469200,ADI
2021-05-28,163.72999572753906,165.6199951171875,163.0800018310547,164.60000610351562,163.90748596191406,2750200,ADI
2021-06-01,163.75999450683594,166.32000732421875,162.1699981689453,163.69000244140625,163.00131225585938,2981800,ADI
2021-06-02,163.86000061035156,165.32000732421875,163.36000061035156,164.5,163.80789184570312,2071800,ADI
2021-06-03,161.63999938964844,163.72999572753906,161.02000427246094,162.07000732421875,161.38812255859375,2553700,ADI
2021-06-04,162.38999938964844,166.14999389648438,162.38999938964844,165.5800018310547,164.88336181640625,2443000,ADI
2021-06-07,164.66000366210938,165.57000732421875,164.00999450683594,164.47999572753906,163.78797912597656,1999200,ADI
2021-06-08,166.50999450683594,166.50999450683594,163.24000549316406,164.91000366210938,164.21617126464844,2437100,ADI
2021-06-09,165.4199981689453,166.91000366210938,164.94000244140625,166.3699951171875,165.67002868652344,3245400,ADI
2021-06-10,167.19000244140625,167.8699951171875,164.69000244140625,167.33999633789062,166.6359405517578,2905800,ADI
2021-06-11,167.69000244140625,167.74000549316406,166.44000244140625,167.60000610351562,166.89486694335938,2383300,ADI
2021-06-14,167.77000427246094,168.44000244140625,165.77999877929688,168.44000244140625,167.7313232421875,2755500,ADI
2021-06-15,168.42999267578125,168.92999267578125,167.08999633789062,167.6199951171875,166.91476440429688,2377800,ADI
2021-06-16,168.05999755859375,168.6300048828125,164.4499969482422,166.02000427246094,165.32150268554688,2360900,ADI
2021-06-17,166.02000427246094,168.22000122070312,165.08999633789062,166.22000122070312,165.52066040039062,2391500,ADI
2021-06-18,165.33999633789062,165.33999633789062,161.47000122070312,162.19000244140625,161.5076141357422,3936500,ADI
2021-06-21,162.57000732421875,164.30999755859375,162.17999267578125,164.14999389648438,163.45936584472656,2973200,ADI
2021-06-22,163.5399932861328,164.1999969482422,162.42999267578125,163.6699981689453,162.98138427734375,2983800,ADI
2021-06-23,163.6300048828125,164.92999267578125,163.0,163.6300048828125,162.94155883789062,2257000,ADI
2021-06-24,166.1999969482422,167.27000427246094,165.24000549316406,167.0399932861328,166.3372039794922,2059900,ADI
2021-06-25,167.52999877929688,169.47000122070312,167.07000732421875,167.66000366210938,166.95460510253906,2959500,ADI
2021-06-28,168.94000244140625,171.16000366210938,168.44000244140625,170.57000732421875,169.8523712158203,2265900,ADI
2021-06-29,170.27999877929688,171.83999633789062,169.89999389648438,171.39999389648438,170.67886352539062,2121400,ADI
2021-06-30,171.14999389648438,172.4499969482422,170.1999969482422,172.16000366210938,171.4356689453125,2954400,ADI
2021-07-01,172.02999877929688,172.08999633789062,168.88999938964844,169.1699981689453,168.458251953125,2865100,ADI
2021-07-02,170.2899932861328,171.22999572753906,169.6300048828125,170.6699981689453,169.95193481445312,1563500,ADI
2021-07-06,171.52999877929688,171.52999877929688,166.75,168.32000732421875,167.61183166503906,2293400,ADI
2021-07-07,169.27000427246094,169.42999267578125,164.63999938964844,165.42999267578125,164.73397827148438,4204600,ADI
2021-07-08,162.30999755859375,164.3000030517578,160.17999267578125,163.91000366210938,163.2203826904297,3152500,ADI
2021-07-09,163.9600067138672,166.61000061035156,162.74000549316406,166.27000427246094,165.57044982910156,2346200,ADI
2021-07-12,166.52000427246094,167.6199951171875,165.6699981689453,167.5500030517578,166.84506225585938,2074000,ADI
2021-07-13,167.02000427246094,168.36000061035156,165.97999572753906,167.25999450683594,166.5562744140625,2127100,ADI
2021-07-14,168.6699981689453,170.0,165.8699951171875,166.16000366210938,165.46092224121094,2012800,ADI
2021-07-15,165.91000366210938,165.91000366210938,162.32000732421875,163.66000366210938,162.971435546875,3505900,ADI
2021-07-16,163.99000549316406,164.75,160.25999450683594,160.44000244140625,159.76498413085938,2284100,ADI
2021-07-19,158.72000122070312,159.61000061035156,156.5500030517578,158.97999572753906,158.3111114501953,2772000,ADI
2021-07-20,159.33999633789062,161.80999755859375,157.9199981689453,160.91000366210938,160.23300170898438,2831100,ADI
2021-07-21,161.2899932861328,164.83999633789062,160.77999877929688,164.83999633789062,164.14646911621094,2076000,ADI
2021-07-22,162.25999450683594,163.02999877929688,160.8300018310547,162.02000427246094,161.3383331298828,3250900,ADI
2021-07-23,163.22999572753906,163.83999633789062,161.6699981689453,163.5500030517578,162.8618927001953,2178700,ADI
2021-07-26,161.27000427246094,164.33999633789062,161.27000427246094,163.89999389648438,163.21041870117188,1733600,ADI
2021-07-27,163.50999450683594,163.75,159.5399932861328,162.58999633789062,161.9059295654297,4077700,ADI
2021-07-28,163.32000732421875,164.64999389648438,162.83999633789062,164.0399932861328,163.34982299804688,3632400,ADI
2021-07-29,164.77999877929688,167.16000366210938,164.5399932861328,166.5399932861328,165.8393096923828,3164400,ADI
2021-07-30,165.5800018310547,168.1999969482422,165.13999938964844,167.4199981689453,166.71560668945312,2678800,ADI
2021-08-02,168.63999938964844,171.3300018310547,167.3699951171875,167.6199951171875,166.91476440429688,2822000,ADI
2021-08-03,168.3699951171875,169.02000427246094,165.58999633789062,168.67999267578125,167.97030639648438,3271200,ADI
2021-08-04,168.74000549316406,175.25,168.60000610351562,172.5800018310547,171.85389709472656,10201100,ADI
2021-08-05,173.55999755859375,173.77000427246094,168.8300018310547,169.92999267578125,169.2150421142578,3468300,ADI
2021-08-06,168.8300018310547,171.88999938964844,168.3699951171875,171.1300048828125,170.41000366210938,3164200,ADI
2021-08-09,171.05999755859375,172.52999877929688,169.38999938964844,171.30999755859375,170.58924865722656,2580800,ADI
2021-08-10,171.30999755859375,171.63999938964844,169.0,171.0,170.28054809570312,1943800,ADI
2021-08-11,172.0399932861328,172.08999633789062,168.67999267578125,170.4600067138672,169.74282836914062,1946400,ADI
2021-08-12,169.5,169.7100067138672,166.55999755859375,168.5800018310547,167.8707275390625,2562100,ADI
2021-08-13,169.35000610351562,170.77000427246094,168.38999938964844,170.0800018310547,169.3644256591797,2040700,ADI
2021-08-16,169.6300048828125,171.55999755859375,169.47000122070312,171.07000732421875,170.3502655029297,2163200,ADI
2021-08-17,170.13999938964844,170.13999938964844,165.66000366210938,166.3000030517578,165.60032653808594,4593000,ADI
2021-08-18,164.89999389648438,168.0399932861328,161.2899932861328,165.77999877929688,165.08250427246094,5452700,ADI
2021-08-19,165.1199951171875,166.97000122070312,163.5500030517578,166.7899932861328,166.0882568359375,3451100,ADI
2021-08-20,166.8699951171875,168.17999267578125,165.07000732421875,166.63999938964844,165.9388885498047,2913000,ADI
2021-08-23,170.24000549316406,172.8000030517578,166.05999755859375,169.6300048828125,168.91632080078125,13465500,ADI
